,fridge
2013-07-01 00:27:18+01:00,1.1407394
2013-07-01 00:27:24+01:00,1.8183784
2013-07-01 00:27:30+01:00,1.4149818
2013-07-01 00:27:36+01:00,1.3688087
2013-07-01 00:27:42+01:00,1.0896492
2013-07-01 00:27:48+01:00,1.6823921
2013-07-01 00:27:54+01:00,1.1258469
2013-07-01 00:28:00+01:00,1.4947777
2013-07-01 00:28:06+01:00,0.9284134
2013-07-01 00:28:12+01:00,1.3853226
2013-07-01 00:28:18+01:00,1.0055885
2013-07-01 00:28:24+01:00,1.6550789
2013-07-01 00:28:30+01:00,1.3712273
2013-07-01 00:28:36+01:00,1.367302
2013-07-01 00:28:42+01:00,1.1979713
2013-07-01 00:28:48+01:00,1.4233246
2013-07-01 00:28:54+01:00,1.428978
2013-07-01 00:29:00+01:00,1.6209946
2013-07-01 00:29:06+01:00,0.9893303
2013-07-01 00:29:12+01:00,1.4495697
2013-07-01 00:29:18+01:00,0.90340805
2013-07-01 00:29:24+01:00,1.4902039
2013-07-01 00:29:30+01:00,0.9687233
2013-07-01 00:29:36+01:00,1.4903831
2013-07-01 00:29:42+01:00,1.093216
2013-07-01 00:29:48+01:00,1.3529549
2013-07-01 00:29:54+01:00,0.8215103
2013-07-01 00:30:00+01:00,1.5756187
2013-07-01 00:30:06+01:00,1.2120132
2013-07-01 00:30:12+01:00,1.830822
2013-07-01 00:30:18+01:00,1.2396736
2013-07-01 00:30:24+01:00,1.533947
2013-07-01 00:30:30+01:00,1.3551826
2013-07-01 00:30:36+01:00,1.5598335
2013-07-01 00:30:42+01:00,1.2126808
2013-07-01 00:30:48+01:00,1.4258728
2013-07-01 00:30:54+01:00,1.2294273
2013-07-01 00:31:00+01:00,1.4644508
2013-07-01 00:31:06+01:00,0.9858322
2013-07-01 00:31:12+01:00,1.6386528
2013-07-01 00:31:18+01:00,1.1675606
2013-07-01 00:31:24+01:00,1.4462776
2013-07-01 00:31:30+01:00,1.1980858
2013-07-01 00:31:36+01:00,1.5185318
2013-07-01 00:31:42+01:00,1.1190033
2013-07-01 00:31:48+01:00,1.699192
2013-07-01 00:31:54+01:00,1.585907
2013-07-01 00:32:00+01:00,1.162857
2013-07-01 00:32:06+01:00,1.4823799
2013-07-01 00:32:12+01:00,1.6269722
2013-07-01 00:32:18+01:00,1.1264763
2013-07-01 00:32:24+01:00,1.3091278
2013-07-01 00:32:30+01:00,1.0886078
2013-07-01 00:32:36+01:00,1.4952545
2013-07-01 00:32:42+01:00,1.3682556
2013-07-01 00:32:48+01:00,1.3052559
2013-07-01 00:32:54+01:00,1.3374519
2013-07-01 00:33:00+01:00,1.2949486
2013-07-01 00:33:06+01:00,1.0714722
2013-07-01 00:33:12+01:00,1.3293648
2013-07-01 00:33:18+01:00,1.1232414
2013-07-01 00:33:24+01:00,1.4217339
2013-07-01 00:33:30+01:00,1.0339622
2013-07-01 00:33:36+01:00,1.5054855
2013-07-01 00:33:42+01:00,1.1406593
2013-07-01 00:33:48+01:00,1.5243721
2013-07-01 00:33:54+01:00,1.1161423
2013-07-01 00:34:00+01:00,1.5093307
2013-07-01 00:34:06+01:00,1.1542702
2013-07-01 00:34:12+01:00,1.7228546
2013-07-01 00:34:18+01:00,1.2854729
2013-07-01 00:34:24+01:00,1.4212418
2013-07-01 00:34:30+01:00,1.1508484
2013-07-01 00:34:36+01:00,1.5583076
2013-07-01 00:34:42+01:00,1.009819
2013-07-01 00:34:48+01:00,1.3467865
2013-07-01 00:34:54+01:00,1.3792038
2013-07-01 00:35:00+01:00,1.3307877
2013-07-01 00:35:06+01:00,1.2186661
2013-07-01 00:35:12+01:00,1.5588875
2013-07-01 00:35:18+01:00,1.4307137
2013-07-01 00:35:24+01:00,2.0017662
2013-07-01 00:35:30+01:00,1.3368149
2013-07-01 00:35:36+01:00,1.0309334
2013-07-01 00:35:42+01:00,1.0972404
2013-07-01 00:35:48+01:00,1.5683403
2013-07-01 00:35:54+01:00,1.0597496
2013-07-01 00:36:00+01:00,1.5163269
2013-07-01 00:36:06+01:00,1.2643776
2013-07-01 00:36:12+01:00,1.0339241
2013-07-01 00:36:18+01:00,1.131012
2013-07-01 00:36:24+01:00,1.4943771
2013-07-01 00:36:30+01:00,0.6284065
2013-07-01 00:36:36+01:00,1.1752129
2013-07-01 00:36:42+01:00,0.71629333
2013-07-01 00:36:48+01:00,1.3783989
2013-07-01 00:36:54+01:00,0.8299103
2013-07-01 00:37:00+01:00,1.2537384
2013-07-01 00:37:06+01:00,0.9832535
2013-07-01 00:37:12+01:00,1.3026352
2013-07-01 00:37:18+01:00,0.65890884
2013-07-01 00:37:24+01:00,1.1738586
2013-07-01 00:37:30+01:00,0.80412674
2013-07-01 00:37:36+01:00,1.3436584
2013-07-01 00:37:42+01:00,0.61859894
2013-07-01 00:37:48+01:00,1.1036835
2013-07-01 00:37:54+01:00,0.63518906
2013-07-01 00:38:00+01:00,1.3468246
2013-07-01 00:38:06+01:00,1.1548576
2013-07-01 00:38:12+01:00,1.337101
2013-07-01 00:38:18+01:00,0.67923355
2013-07-01 00:38:24+01:00,1.4046783
2013-07-01 00:38:30+01:00,0.9100342
2013-07-01 00:38:36+01:00,1.2827644
2013-07-01 00:38:42+01:00,0.67715454
2013-07-01 00:38:48+01:00,1.4727707
2013-07-01 00:38:54+01:00,1.1577568
2013-07-01 00:39:00+01:00,1.4920845
2013-07-01 00:39:06+01:00,1.4125748
2013-07-01 00:39:12+01:00,1.4615059
2013-07-01 00:39:18+01:00,1.6202316
2013-07-01 00:39:24+01:00,0.68050766
2013-07-01 00:39:30+01:00,1.2935829
2013-07-01 00:39:36+01:00,2.1110954
2013-07-01 00:39:42+01:00,2.7688408
2013-07-01 00:39:48+01:00,0.09410477
2013-07-01 00:39:54+01:00,4.288349
2013-07-01 00:40:00+01:00,33.117207
2013-07-01 00:40:06+01:00,22.28856
2013-07-01 00:40:12+01:00,62.700584
2013-07-01 00:40:18+01:00,77.25038
2013-07-01 00:40:24+01:00,170.0484
2013-07-01 00:40:30+01:00,96.155624
2013-07-01 00:40:36+01:00,103.686424
2013-07-01 00:40:42+01:00,105.61014
2013-07-01 00:40:48+01:00,104.42642
2013-07-01 00:40:54+01:00,103.21025
2013-07-01 00:41:00+01:00,100.172745
2013-07-01 00:41:06+01:00,100.3038
2013-07-01 00:41:12+01:00,96.90404
2013-07-01 00:41:18+01:00,95.88973
2013-07-01 00:41:24+01:00,96.328415
2013-07-01 00:41:30+01:00,95.7428
2013-07-01 00:41:36+01:00,96.714325
2013-07-01 00:41:42+01:00,96.36828
2013-07-01 00:41:48+01:00,97.47597
2013-07-01 00:41:54+01:00,97.46696
2013-07-01 00:42:00+01:00,96.83884
2013-07-01 00:42:06+01:00,97.75006
2013-07-01 00:42:12+01:00,97.711426
2013-07-01 00:42:18+01:00,98.869156
2013-07-01 00:42:24+01:00,97.45087
2013-07-01 00:42:30+01:00,97.60208
2013-07-01 00:42:36+01:00,99.00789
2013-07-01 00:42:42+01:00,100.56529
2013-07-01 00:42:48+01:00,98.7324
2013-07-01 00:42:54+01:00,98.41904
2013-07-01 00:43:00+01:00,99.59889
2013-07-01 00:43:06+01:00,99.828964
2013-07-01 00:43:12+01:00,98.50169
2013-07-01 00:43:18+01:00,98.08676
2013-07-01 00:43:24+01:00,97.94204
2013-07-01 00:43:30+01:00,98.44885
2013-07-01 00:43:36+01:00,98.245636
2013-07-01 00:43:42+01:00,98.11249
2013-07-01 00:43:48+01:00,95.95264
2013-07-01 00:43:54+01:00,98.6311
2013-07-01 00:44:00+01:00,95.07161
2013-07-01 00:44:06+01:00,95.70761
2013-07-01 00:44:12+01:00,96.13818
2013-07-01 00:44:18+01:00,95.205124
2013-07-01 00:44:24+01:00,96.08296
2013-07-01 00:44:30+01:00,94.66034
2013-07-01 00:44:36+01:00,95.25452
2013-07-01 00:44:42+01:00,95.18677
2013-07-01 00:44:48+01:00,95.13123
2013-07-01 00:44:54+01:00,94.20451
2013-07-01 00:45:00+01:00,94.35664
2013-07-01 00:45:06+01:00,94.6824
2013-07-01 00:45:12+01:00,94.342995
2013-07-01 00:45:18+01:00,94.37125
2013-07-01 00:45:24+01:00,94.72945
2013-07-01 00:45:30+01:00,94.638504
2013-07-01 00:45:36+01:00,95.44366
2013-07-01 00:45:42+01:00,95.06018
2013-07-01 00:45:48+01:00,94.66916
2013-07-01 00:45:54+01:00,95.08101
2013-07-01 00:46:00+01:00,93.77209
2013-07-01 00:46:06+01:00,93.40309
2013-07-01 00:46:12+01:00,94.07782
2013-07-01 00:46:18+01:00,94.45146
2013-07-01 00:46:24+01:00,93.713196
2013-07-01 00:46:30+01:00,93.43411
2013-07-01 00:46:36+01:00,93.132
2013-07-01 00:46:42+01:00,93.28741
2013-07-01 00:46:48+01:00,93.075325
2013-07-01 00:46:54+01:00,93.12219
2013-07-01 00:47:00+01:00,92.83548
2013-07-01 00:47:06+01:00,93.45239
2013-07-01 00:47:12+01:00,92.81984
2013-07-01 00:47:18+01:00,92.390236
2013-07-01 00:47:24+01:00,91.99759
2013-07-01 00:47:30+01:00,90.99174
2013-07-01 00:47:36+01:00,90.53233
2013-07-01 00:47:42+01:00,91.066864
2013-07-01 00:47:48+01:00,88.64015
2013-07-01 00:47:54+01:00,88.514084
2013-07-01 00:48:00+01:00,0.47192
2013-07-01 00:48:06+01:00,1.2703133
2013-07-01 00:48:12+01:00,2.1753998
2013-07-01 00:48:18+01:00,1.5692215
2013-07-01 00:48:24+01:00,2.5722084
2013-07-01 00:48:30+01:00,2.7222748
2013-07-01 00:48:36+01:00,2.402462
2013-07-01 00:48:42+01:00,2.2308922
2013-07-01 00:48:48+01:00,3.29459
2013-07-01 00:48:54+01:00,3.0926056
2013-07-01 00:49:00+01:00,3.2903748
2013-07-01 00:49:06+01:00,2.5825882
2013-07-01 00:49:12+01:00,3.3594933
2013-07-01 00:49:18+01:00,2.7689323
2013-07-01 00:49:24+01:00,3.1251564
2013-07-01 00:49:30+01:00,3.0253372
2013-07-01 00:49:36+01:00,3.0015793
2013-07-01 00:49:42+01:00,2.8680267
2013-07-01 00:49:48+01:00,3.0991478
2013-07-01 00:49:54+01:00,2.6190376
2013-07-01 00:50:00+01:00,2.8458138
2013-07-01 00:50:06+01:00,2.8537636
2013-07-01 00:50:12+01:00,2.829712
2013-07-01 00:50:18+01:00,2.671505
2013-07-01 00:50:24+01:00,2.8802261
2013-07-01 00:50:30+01:00,2.741745
2013-07-01 00:50:36+01:00,2.8902779
2013-07-01 00:50:42+01:00,2.6798782
2013-07-01 00:50:48+01:00,3.000721
2013-07-01 00:50:54+01:00,2.647808
2013-07-01 00:51:00+01:00,2.8087845
2013-07-01 00:51:06+01:00,3.0550957
2013-07-01 00:51:12+01:00,2.3653984
2013-07-01 00:51:18+01:00,2.755848
2013-07-01 00:51:24+01:00,2.550064
2013-07-01 00:51:30+01:00,2.9497528
2013-07-01 00:51:36+01:00,2.8957253
2013-07-01 00:51:42+01:00,2.9281578
2013-07-01 00:51:48+01:00,2.8065338
2013-07-01 00:51:54+01:00,2.4368782
2013-07-01 00:52:00+01:00,2.9449768
2013-07-01 00:52:06+01:00,2.9215927
2013-07-01 00:52:12+01:00,2.8256187
2013-07-01 00:52:18+01:00,2.9494514
2013-07-01 00:52:24+01:00,3.1027107
2013-07-01 00:52:30+01:00,2.698204
2013-07-01 00:52:36+01:00,3.275219
2013-07-01 00:52:42+01:00,2.8169708
2013-07-01 00:52:48+01:00,2.855503
2013-07-01 00:52:54+01:00,3.1455536
2013-07-01 00:53:00+01:00,2.7935257
2013-07-01 00:53:06+01:00,2.9294205
2013-07-01 00:53:12+01:00,3.416092
2013-07-01 00:53:18+01:00,2.7220116
2013-07-01 00:53:24+01:00,3.349903
2013-07-01 00:53:30+01:00,2.6297264
2013-07-01 00:53:36+01:00,3.532566
2013-07-01 00:53:42+01:00,3.0098
2013-07-01 00:53:48+01:00,3.243187
2013-07-01 00:53:54+01:00,2.6947136
2013-07-01 00:54:00+01:00,3.3626404
2013-07-01 00:54:06+01:00,2.5975647
2013-07-01 00:54:12+01:00,3.9447403
2013-07-01 00:54:18+01:00,2.834217
2013-07-01 00:54:24+01:00,3.684906
2013-07-01 00:54:30+01:00,2.765541
2013-07-01 00:54:36+01:00,3.5912628
2013-07-01 00:54:42+01:00,3.1444473
2013-07-01 00:54:48+01:00,3.4428864
2013-07-01 00:54:54+01:00,3.0147057
2013-07-01 00:55:00+01:00,3.5193176
2013-07-01 00:55:06+01:00,2.939106
2013-07-01 00:55:12+01:00,3.1951218
2013-07-01 00:55:18+01:00,2.948471
2013-07-01 00:55:24+01:00,3.5787125
2013-07-01 00:55:30+01:00,2.997116
2013-07-01 00:55:36+01:00,3.2464256
2013-07-01 00:55:42+01:00,2.7853165
2013-07-01 00:55:48+01:00,3.0671654
2013-07-01 00:55:54+01:00,2.4557457
2013-07-01 00:56:00+01:00,3.4768906
2013-07-01 00:56:06+01:00,3.2988853
2013-07-01 00:56:12+01:00,4.233734
2013-07-01 00:56:18+01:00,5.0889893
2013-07-01 00:56:24+01:00,3.2684898
2013-07-01 00:56:30+01:00,3.3552628
2013-07-01 00:56:36+01:00,3.684658
2013-07-01 00:56:42+01:00,3.3401184
2013-07-01 00:56:48+01:00,3.7973137
2013-07-01 00:56:54+01:00,3.483654
2013-07-01 00:57:00+01:00,3.3936348
2013-07-01 00:57:06+01:00,2.9676895
2013-07-01 00:57:12+01:00,3.0142822
2013-07-01 00:57:18+01:00,3.2357712
2013-07-01 00:57:24+01:00,3.1686745
2013-07-01 00:57:30+01:00,3.1693535
2013-07-01 00:57:36+01:00,2.99617
2013-07-01 00:57:42+01:00,3.5066223
2013-07-01 00:57:48+01:00,3.4200668
2013-07-01 00:57:54+01:00,3.0633354
2013-07-01 00:58:00+01:00,3.2000465
2013-07-01 00:58:06+01:00,3.1560364
2013-07-01 00:58:12+01:00,3.312687
2013-07-01 00:58:18+01:00,3.2056122
2013-07-01 00:58:24+01:00,3.1002693
2013-07-01 00:58:30+01:00,3.220623
2013-07-01 00:58:36+01:00,3.0906067
2013-07-01 00:58:42+01:00,3.5256996
2013-07-01 00:58:48+01:00,4.040268
2013-07-01 00:58:54+01:00,4.0459824
2013-07-01 00:59:00+01:00,4.5070457
2013-07-01 00:59:06+01:00,5.872692
2013-07-01 00:59:12+01:00,4.021843
2013-07-01 00:59:18+01:00,3.9834137
2013-07-01 00:59:24+01:00,0.78473663
2013-07-01 00:59:30+01:00,2.783928
2013-07-01 00:59:36+01:00,14.150024
2013-07-01 00:59:42+01:00,63.3759
2013-07-01 00:59:48+01:00,150.93524
2013-07-01 00:59:54+01:00,136.02684
2013-07-01 01:00:00+01:00,108.0765
2013-07-01 01:00:06+01:00,104.800934
2013-07-01 01:00:12+01:00,98.29901
2013-07-01 01:00:18+01:00,96.42891
2013-07-01 01:00:24+01:00,93.97586
2013-07-01 01:00:30+01:00,92.214584
2013-07-01 01:00:36+01:00,92.2537
2013-07-01 01:00:42+01:00,93.27492
2013-07-01 01:00:48+01:00,91.52425
2013-07-01 01:00:54+01:00,92.95672
2013-07-01 01:01:00+01:00,94.3923
2013-07-01 01:01:06+01:00,91.79572
2013-07-01 01:01:12+01:00,91.34877
2013-07-01 01:01:18+01:00,90.8116
2013-07-01 01:01:24+01:00,91.867874
2013-07-01 01:01:30+01:00,92.65828
2013-07-01 01:01:36+01:00,91.68912
2013-07-01 01:01:42+01:00,90.73815
2013-07-01 01:01:48+01:00,90.55931
2013-07-01 01:01:54+01:00,89.59369
2013-07-01 01:02:00+01:00,90.529434
2013-07-01 01:02:06+01:00,90.10976
2013-07-01 01:02:12+01:00,90.33117
2013-07-01 01:02:18+01:00,89.27457
